sex,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,person_id,agency_text,ethnic_code_text,maritalstatus,language
male,29,25 - 45,8,4,0,0,high,2013-05-14,0,0,felony,2,720,0,54764.0,pretrial,african-american,single,english
male,29,25 - 45,3,2,0,0,low,2013-08-21,0,1,felony,0,329,0,56632.0,pretrial,caucasian,single,english
male,29,25 - 45,2,2,0,0,low,2013-08-04,0,0,misdemeanor,1,971,0,56143.0,pretrial,hispanic,single,english
male,29,25 - 45,4,3,0,0,low,2013-04-24,0,0,felony,0,1073,0,54212.0,pretrial,african-american,significant other,english
male,29,25 - 45,10,7,1,1,high,2014-02-22,1,12,felony,5,38,0,37324.0,pretrial,african-american,single,english
male,29,25 - 45,6,4,0,0,medium,2014-03-18,0,1,misdemeanor,0,745,0,62077.0,pretrial,caucasian,significant other,english
male,29,25 - 45,10,8,1,0,high,2013-11-09,1,16,felony,0,89,1,58863.0,pretrial,african-american,single,english
male,29,25 - 45,10,7,0,0,high,2013-04-11,0,16,felony,16,788,0,53820.0,pretrial,african-american,single,english
female,29,25 - 45,2,2,1,1,low,2013-08-20,1,0,misdemeanor,0,334,1,56609.0,pretrial,hispanic,significant other,english
male,29,25 - 45,2,2,0,0,low,2014-02-07,0,6,felony,0,784,0,61087.0,pretrial,african-american,single,english
male,29,25 - 45,2,2,1,0,low,2013-08-06,1,0,misdemeanor,0,54,1,56194.0,pretrial,african-american,single,english
male,29,25 - 45,8,4,1,0,high,2013-09-18,1,6,felony,35,39,1,24318.0,pretrial,african-american,single,english
male,29,25 - 45,1,2,0,0,low,2013-02-25,0,0,felony,0,1131,0,52498.0,pretrial,asian,single,english
male,29,25 - 45,7,6,1,0,medium,2013-08-10,1,7,felony,3,87,1,56322.0,pretrial,african-american,single,english
male,29,25 - 45,6,3,1,0,medium,2013-01-07,1,5,felony,1,253,1,50975.0,pretrial,african-american,single,english
male,29,25 - 45,4,3,1,0,low,2013-01-30,0,2,misdemeanor,50,786,1,51687.0,pretrial,african-american,single,english
male,29,25 - 45,1,2,0,0,low,2013-05-28,0,1,felony,0,1039,0,55110.0,pretrial,caucasian,single,english
male,29,25 - 45,2,2,1,0,low,2013-01-01,1,1,felony,0,2,1,50842.0,pretrial,caucasian,single,english
male,29,25 - 45,10,8,1,0,high,2013-01-12,1,10,misdemeanor,108,146,0,14288.0,pretrial,african-american,single,english
male,29,25 - 45,9,5,1,1,high,2013-01-15,1,10,felony,2,72,1,51210.0,pretrial,caucasian,single,english
male,29,25 - 45,3,4,1,0,low,2013-02-20,1,3,misdemeanor,0,389,1,52328.0,pretrial,african-american,single,english
male,29,25 - 45,8,5,0,0,high,2013-05-18,0,5,felony,0,1049,0,21565.0,pretrial,african-american,single,english
female,29,25 - 45,2,2,0,0,low,2013-08-02,0,1,misdemeanor,0,973,0,56105.0,pretrial,african-american,single,english
male,29,25 - 45,8,3,1,1,high,2013-09-08,1,7,misdemeanor,0,185,1,11150.0,pretrial,african-american,single,english
male,29,25 - 45,10,5,1,1,high,2014-02-12,1,3,felony,0,120,0,61196.0,pretrial,african-american,single,english
female,29,25 - 45,3,2,0,0,low,2013-11-04,0,3,felony,0,175,0,58706.0,pretrial,caucasian,single,english
male,29,25 - 45,10,9,0,0,high,2014-03-18,0,5,felony,0,745,0,62071.0,pretrial,african-american,single,english
female,29,25 - 45,10,7,0,0,high,2014-02-13,0,0,felony,1,778,0,61218.0,pretrial,african-american,single,english
male,29,25 - 45,1,2,0,0,low,2013-12-18,0,0,felony,0,835,0,59795.0,pretrial,african-american,married,english
male,29,25 - 45,4,2,0,0,low,2013-03-09,0,1,felony,13,1119,0,52829.0,pretrial,caucasian,separated,english
male,29,25 - 45,7,4,1,0,medium,2013-04-20,1,9,felony,0,139,1,13747.0,pretrial,african-american,single,english
female,29,25 - 45,4,5,1,0,low,2014-03-06,1,5,felony,0,183,1,61764.0,pretrial,african-american,divorced,english
male,29,25 - 45,7,5,1,0,medium,2013-05-04,1,0,misdemeanor,0,42,1,54499.0,pretrial,caucasian,single,english
male,29,25 - 45,2,3,0,0,low,2013-03-27,0,0,misdemeanor,0,1101,0,53371.0,pretrial,african-american,single,english
male,29,25 - 45,7,7,0,0,medium,2013-10-01,0,0,felony,0,913,0,57744.0,pretrial,african-american,single,english
male,29,25 - 45,6,3,0,0,medium,2013-11-20,0,0,felony,1,863,0,59126.0,pretrial,african-american,single,english
male,29,25 - 45,3,3,0,0,low,2013-01-22,0,2,felony,2,1165,0,51432.0,pretrial,caucasian,single,english
male,29,25 - 45,1,2,0,0,low,2013-01-20,0,0,felony,0,1167,0,51396.0,pretrial,african-american,single,english
male,29,25 - 45,8,7,1,0,high,2013-04-03,1,9,felony,1,16,1,53565.0,pretrial,caucasian,single,english
male,29,25 - 45,5,2,0,0,medium,2013-02-11,0,0,misdemeanor,1,1145,0,52069.0,pretrial,african-american,single,english
female,29,25 - 45,8,5,0,0,high,2013-11-03,0,11,felony,0,880,0,58674.0,pretrial,african-american,single,english
male,29,25 - 45,8,3,1,0,high,2013-05-08,1,13,felony,0,148,0,54595.0,pretrial,african-american,single,english
female,29,25 - 45,9,5,1,0,high,2013-02-07,1,11,felony,22,283,1,51938.0,pretrial,african-american,single,english
male,29,25 - 45,9,6,0,0,high,2013-02-09,0,2,felony,160,375,0,44871.0,pretrial,african-american,single,english
male,29,25 - 45,8,7,1,0,high,2013-09-09,1,11,felony,0,551,1,45766.0,pretrial,african-american,single,english
male,29,25 - 45,2,3,0,0,low,2013-11-12,0,0,felony,0,871,0,58885.0,pretrial,other,single,english
male,29,25 - 45,6,4,1,0,medium,2013-02-07,1,12,misdemeanor,39,250,1,31059.0,pretrial,caucasian,single,english
male,29,25 - 45,6,5,0,0,medium,2013-10-25,0,2,felony,1,531,0,58387.0,pretrial,african-american,single,english
female,29,25 - 45,2,2,0,0,low,2013-12-16,0,0,felony,0,837,0,59710.0,pretrial,african-american,single,english
male,29,25 - 45,2,3,0,0,low,2013-04-15,0,0,felony,0,1082,0,53925.0,pretrial,caucasian,single,english
male,29,25 - 45,6,3,0,0,medium,2013-04-13,0,0,misdemeanor,1,1084,0,53898.0,pretrial,african-american,single,english
female,29,25 - 45,3,3,0,0,low,2013-04-28,0,0,felony,0,1069,0,54320.0,pretrial,hispanic,significant other,english
male,29,25 - 45,1,2,0,0,low,2013-01-10,0,1,misdemeanor,0,1177,0,51081.0,pretrial,african-american,single,english
male,29,25 - 45,3,1,0,0,low,2013-07-08,0,0,misdemeanor,0,998,0,55724.0,pretrial,caucasian,single,english
male,29,25 - 45,2,2,0,0,low,2014-01-23,0,0,felony,1,799,0,,,,,
male,29,25 - 45,5,3,0,0,medium,2013-03-09,0,0,misdemeanor,41,45,0,31249.0,pretrial,african-american,single,english
male,29,25 - 45,4,2,1,0,low,2014-03-28,1,6,felony,0,145,1,62333.0,pretrial,caucasian,single,english
male,29,25 - 45,3,4,1,1,low,2013-01-27,1,2,misdemeanor,1,150,1,51598.0,pretrial,african-american,significant other,english
male,29,25 - 45,2,2,0,0,low,2013-08-07,0,0,misdemeanor,1,968,0,56258.0,pretrial,african-american,single,english
male,29,25 - 45,1,2,0,0,low,2013-11-28,0,0,misdemeanor,1,855,0,59296.0,pretrial,african-american,single,english
female,29,25 - 45,10,10,0,0,high,2013-01-09,0,2,felony,0,64,0,51042.0,pretrial,african-american,single,english
male,29,25 - 45,3,4,1,0,low,2013-05-17,1,11,felony,1,35,0,6776.0,pretrial,african-american,single,english
male,29,25 - 45,9,6,0,0,high,2013-11-17,0,0,felony,0,866,0,59040.0,pretrial,african-american,married,english
male,29,25 - 45,5,4,1,0,medium,2013-07-26,0,2,misdemeanor,0,101,0,55966.0,pretrial,caucasian,significant other,english
male,29,25 - 45,4,4,1,1,low,2013-11-13,1,4,felony,7,50,1,18604.0,pretrial,african-american,single,english
male,29,25 - 45,5,4,1,1,medium,2013-12-19,1,1,felony,2,136,1,45573.0,pretrial,african-american,single,english
male,29,25 - 45,5,6,1,0,medium,2014-01-04,0,4,misdemeanor,0,767,1,3574.0,pretrial,african-american,single,english
male,29,25 - 45,8,5,1,0,high,2013-05-04,1,12,felony,12,172,1,54505.0,pretrial,african-american,single,english
male,29,25 - 45,3,3,0,0,low,2014-04-01,0,1,misdemeanor,0,731,0,62408.0,pretrial,african-american,single,english
male,29,25 - 45,2,3,0,0,low,2013-04-25,0,0,felony,0,474,0,54223.0,pretrial,african-american,single,english
male,29,25 - 45,6,3,0,0,medium,2013-01-07,0,2,felony,0,1180,0,50968.0,pretrial,african-american,single,english
male,29,25 - 45,9,6,1,0,high,2013-04-20,1,3,felony,0,503,1,54096.0,pretrial,african-american,single,english
female,29,25 - 45,4,3,0,0,low,2013-04-17,0,0,felony,27,1080,0,53999.0,pretrial,caucasian,married,english
male,29,25 - 45,5,3,0,0,medium,2013-08-01,0,2,misdemeanor,0,974,0,56077.0,pretrial,african-american,single,english
male,29,25 - 45,4,2,0,0,low,2013-05-08,0,2,misdemeanor,2,1059,0,54601.0,pretrial,african-american,single,english
male,29,25 - 45,2,2,1,0,low,2013-10-23,1,2,misdemeanor,0,29,0,,,,,
female,29,25 - 45,4,3,0,0,low,2013-02-23,0,1,felony,0,1133,0,52463.0,pretrial,hispanic,single,english
male,29,25 - 45,4,3,1,1,low,2013-02-20,1,3,felony,0,491,1,52352.0,pretrial,african-american,single,english
male,29,25 - 45,1,2,1,0,low,2013-02-18,1,2,felony,0,326,1,52281.0,pretrial,african-american,married,english
male,29,25 - 45,2,2,1,0,low,2013-10-20,1,2,felony,1,723,1,58244.0,pretrial,other,married,english
male,29,25 - 45,9,4,1,0,high,2013-12-03,1,10,felony,28,88,1,2715.0,pretrial,african-american,single,english
female,29,25 - 45,4,3,0,0,low,2014-01-06,0,1,misdemeanor,1,816,0,60165.0,pretrial,african-american,single,english
male,29,25 - 45,6,3,1,1,medium,2013-04-12,1,4,misdemeanor,6,39,0,42708.0,pretrial,caucasian,single,english
male,29,25 - 45,3,2,0,0,low,2013-05-07,0,0,felony,0,1060,0,54564.0,pretrial,hispanic,single,english
male,29,25 - 45,5,3,1,0,medium,2013-11-16,0,2,misdemeanor,0,830,1,59031.0,pretrial,african-american,single,english
female,29,25 - 45,4,2,0,0,low,2013-04-08,0,0,felony,0,1089,0,53736.0,pretrial,african-american,single,english
male,29,25 - 45,8,4,0,0,high,2013-12-06,0,8,misdemeanor,0,847,0,59461.0,pretrial,caucasian,single,english
male,29,25 - 45,9,8,1,0,high,2013-02-04,1,2,misdemeanor,0,726,1,23410.0,probation,caucasian,single,english
female,29,25 - 45,4,3,0,0,low,2013-05-21,0,0,felony,0,1046,0,54947.0,pretrial,african-american,single,english
female,29,25 - 45,3,2,0,0,low,2013-06-03,0,0,misdemeanor,0,1033,0,55223.0,pretrial,hispanic,single,english
male,29,25 - 45,4,3,1,0,low,2013-08-16,0,7,felony,0,773,0,3794.0,pretrial,african-american,single,english
male,29,25 - 45,3,3,0,0,low,2013-02-25,0,0,felony,0,1131,0,52501.0,pretrial,caucasian,single,english
male,29,25 - 45,7,2,1,0,medium,2014-03-03,1,0,felony,0,61,1,61660.0,pretrial,african-american,single,english
male,29,25 - 45,3,3,0,0,low,2013-05-23,0,0,misdemeanor,0,1044,0,55008.0,pretrial,caucasian,single,english
male,29,25 - 45,8,8,0,0,high,2013-03-22,0,1,felony,40,1106,0,37963.0,pretrial,african-american,single,english
male,29,25 - 45,5,4,1,0,medium,2013-01-03,1,0,felony,6,707,1,50889.0,pretrial,hispanic,single,english
female,29,25 - 45,2,2,0,0,low,2013-10-27,0,0,misdemeanor,1,887,0,58415.0,pretrial,caucasian,single,english
male,29,25 - 45,2,2,1,0,low,2013-12-05,1,0,felony,12,245,1,59430.0,pretrial,african-american,married,english
male,29,25 - 45,1,2,0,0,low,2013-01-03,0,0,felony,0,1184,0,50885.0,pretrial,other,single,english
male,29,25 - 45,4,3,1,0,low,2013-09-19,1,2,felony,0,368,1,57386.0,pretrial,african-american,single,english
male,29,25 - 45,6,3,0,0,medium,2013-07-11,0,1,felony,0,995,0,55777.0,pretrial,caucasian,single,english
male,29,25 - 45,8,3,0,0,high,2013-08-11,0,0,felony,89,964,0,56334.0,pretrial,caucasian,significant other,english
female,29,25 - 45,6,3,0,0,medium,2013-04-04,0,0,misdemeanor,0,1093,0,53645.0,pretrial,caucasian,single,english
male,29,25 - 45,6,6,1,0,medium,2013-08-18,1,10,felony,1,293,1,56531.0,pretrial,african-american,single,english
male,29,25 - 45,5,4,1,0,medium,2013-02-08,1,4,misdemeanor,0,202,1,51981.0,pretrial,other,single,english
male,29,25 - 45,4,6,1,0,low,2013-09-30,1,1,felony,0,80,0,57704.0,pretrial,caucasian,single,english
male,29,25 - 45,2,2,0,0,low,2013-11-05,0,1,felony,0,37,0,58741.0,pretrial,native american,married,english
male,29,25 - 45,5,2,1,1,medium,2013-06-10,1,6,felony,0,58,0,17711.0,pretrial,caucasian,single,english
male,29,25 - 45,10,9,1,1,high,2013-02-07,1,4,felony,0,18,1,51962.0,pretrial,african-american,single,english
female,29,25 - 45,7,3,0,0,medium,2013-03-04,0,0,misdemeanor,0,1124,0,52664.0,pretrial,caucasian,significant other,english
male,29,25 - 45,6,2,0,0,medium,2013-05-11,0,3,felony,177,1056,0,54697.0,pretrial,other,single,english
male,29,25 - 45,4,3,0,0,low,2013-05-20,0,1,misdemeanor,2,763,0,54910.0,pretrial,african-american,single,english
male,29,25 - 45,2,2,0,0,low,2013-10-14,0,0,felony,0,900,0,58114.0,pretrial,hispanic,married,english
male,29,25 - 45,2,2,1,0,low,2013-10-10,0,4,felony,0,162,0,57998.0,pretrial,african-american,single,english
male,29,25 - 45,10,6,1,0,high,2013-05-17,1,17,felony,14,175,1,3438.0,pretrial,african-american,single,english
male,29,25 - 45,3,3,1,0,low,2013-01-31,1,5,felony,0,35,0,47826.0,pretrial,african-american,single,english
male,29,25 - 45,2,3,1,1,low,2013-05-04,1,4,felony,2,633,1,54492.0,pretrial,other,single,english
male,29,25 - 45,9,4,1,0,high,2013-09-23,1,7,felony,0,169,1,57493.0,pretrial,hispanic,single,english
female,29,25 - 45,2,2,0,0,low,2014-01-04,0,0,felony,0,818,0,60133.0,pretrial,african-american,divorced,english
male,29,25 - 45,1,3,1,0,low,2013-08-21,1,2,felony,0,101,1,56613.0,pretrial,caucasian,married,english
male,29,25 - 45,5,3,0,0,medium,2013-03-26,0,0,felony,0,1102,0,53340.0,pretrial,african-american,single,english
male,29,25 - 45,2,2,0,0,low,2013-12-26,0,0,misdemeanor,0,827,0,59973.0,pretrial,african-american,married,english
male,29,25 - 45,5,5,0,0,medium,2013-04-05,0,2,felony,1,1092,0,53667.0,pretrial,african-american,single,english
female,29,25 - 45,7,3,0,0,medium,2013-03-11,0,0,felony,0,1117,0,52883.0,pretrial,caucasian,single,english
male,29,25 - 45,2,2,0,0,low,2013-01-16,0,0,misdemeanor,0,1171,0,51253.0,pretrial,caucasian,single,english
male,29,25 - 45,4,4,1,0,low,2014-02-08,1,3,felony,0,45,1,61098.0,pretrial,caucasian,single,english
male,29,25 - 45,2,3,0,0,low,2013-10-26,0,5,felony,0,888,0,58412.0,pretrial,caucasian,single,english
male,29,25 - 45,10,9,0,0,high,2013-12-02,0,8,felony,0,178,0,35360.0,pretrial,african-american,single,english
male,29,25 - 45,8,9,1,1,high,2013-02-11,0,4,felony,79,657,0,7560.0,pretrial,african-american,single,english
male,29,25 - 45,2,2,0,0,low,2013-02-05,0,0,felony,1,1151,0,4694.0,pretrial,other,married,english
male,29,25 - 45,8,4,0,0,high,2013-02-23,0,5,felony,1,191,0,33139.0,pretrial,african-american,single,english
female,28,25 - 45,2,2,0,0,low,2013-08-04,0,1,felony,0,971,0,56136.0,pretrial,african-american,single,english
male,28,25 - 45,8,6,1,0,high,2013-01-03,0,9,felony,36,912,1,16609.0,pretrial,asian,single,english
male,28,25 - 45,2,3,0,0,low,2013-10-20,0,0,felony,0,894,0,58237.0,pretrial,african-american,single,english
male,28,25 - 45,5,7,1,0,medium,2013-05-13,1,5,misdemeanor,51,174,1,22888.0,pretrial,african-american,single,english
male,28,25 - 45,5,5,0,0,medium,2013-04-05,0,4,felony,0,558,0,42445.0,pretrial,african-american,single,english
male,28,25 - 45,8,8,1,1,high,2013-12-28,1,3,felony,164,406,1,12806.0,pretrial,hispanic,single,english
male,28,25 - 45,2,3,1,1,low,2013-10-04,1,2,felony,9,363,1,57840.0,pretrial,caucasian,single,english
female,28,25 - 45,2,2,0,0,low,2013-12-19,0,0,misdemeanor,1,834,0,59837.0,pretrial,african-american,separated,english
male,28,25 - 45,4,3,1,0,low,2013-04-27,0,2,misdemeanor,3,618,0,54315.0,pretrial,african-american,married,english
male,28,25 - 45,5,2,1,0,medium,2013-04-12,1,3,misdemeanor,0,469,0,53868.0,pretrial,caucasian,married,english
male,28,25 - 45,9,9,0,0,high,2013-04-01,0,6,misdemeanor,0,1096,0,37721.0,pretrial,african-american,single,english
male,28,25 - 45,1,2,0,0,low,2013-02-13,0,2,misdemeanor,0,1143,0,52130.0,pretrial,caucasian,single,english
male,28,25 - 45,2,2,0,0,low,2013-02-05,0,1,felony,0,1151,0,51870.0,pretrial,hispanic,single,english
male,28,25 - 45,7,4,1,0,medium,2013-10-01,1,1,felony,30,70,1,57738.0,pretrial,caucasian,single,english
male,28,25 - 45,4,3,1,1,low,2014-02-16,1,1,felony,4,157,1,61278.0,pretrial,caucasian,single,english
male,28,25 - 45,1,2,0,0,low,2013-08-07,0,0,misdemeanor,0,968,0,56256.0,pretrial,african-american,single,english
male,28,25 - 45,1,2,0,0,low,2013-08-29,0,2,felony,0,946,0,56872.0,pretrial,caucasian,single,english
male,28,25 - 45,5,3,0,0,medium,2013-09-27,0,1,felony,6,917,0,57655.0,pretrial,caucasian,single,english
male,28,25 - 45,2,3,0,0,low,2013-08-19,0,1,misdemeanor,0,956,0,56535.0,pretrial,african-american,single,english
male,28,25 - 45,4,4,0,0,low,2013-08-07,0,5,felony,0,968,0,56242.0,pretrial,african-american,single,english
male,28,25 - 45,2,2,0,0,low,2013-08-24,0,3,felony,0,951,0,56717.0,pretrial,african-american,single,english
male,28,25 - 45,6,6,1,1,medium,2013-03-18,1,6,misdemeanor,0,482,1,17175.0,pretrial,african-american,divorced,english
male,28,25 - 45,6,4,1,0,medium,2013-03-26,1,2,felony,0,122,1,53334.0,pretrial,african-american,single,english
female,28,25 - 45,6,2,1,0,medium,2013-05-22,1,3,felony,0,9,1,7329.0,pretrial,caucasian,single,english
female,28,25 - 45,4,3,0,0,low,2013-12-18,0,0,misdemeanor,0,835,0,59811.0,pretrial,caucasian,single,english
male,28,25 - 45,2,2,0,0,low,2013-03-23,0,1,misdemeanor,1,1105,0,53279.0,pretrial,caucasian,single,english
male,28,25 - 45,2,2,1,0,low,2013-09-06,1,1,felony,0,550,1,57054.0,pretrial,african-american,single,english
male,28,25 - 45,1,2,0,0,low,2014-02-25,0,6,felony,0,766,0,61487.0,pretrial,african-american,separated,english
female,28,25 - 45,3,4,0,0,low,2013-03-08,0,0,felony,190,320,0,52806.0,pretrial,african-american,single,english
male,28,25 - 45,10,5,0,0,high,2013-11-02,0,11,felony,25,881,0,58657.0,pretrial,african-american,single,english
male,28,25 - 45,1,3,0,0,low,2014-02-02,0,0,felony,0,789,0,60897.0,pretrial,african-american,single,english
male,28,25 - 45,4,3,0,0,low,2014-01-06,0,6,felony,0,218,0,60171.0,pretrial,caucasian,single,english
male,28,25 - 45,2,3,0,0,low,2013-01-04,0,0,misdemeanor,0,1183,0,50924.0,pretrial,hispanic,single,english
female,28,25 - 45,2,2,0,0,low,2013-02-21,0,1,felony,0,1135,0,52380.0,pretrial,african-american,single,english
male,28,25 - 45,7,8,0,0,medium,2013-08-09,0,3,felony,0,966,0,56309.0,pretrial,african-american,single,english
male,28,25 - 45,4,5,0,0,low,2013-03-13,0,0,felony,0,1115,0,52957.0,pretrial,african-american,single,english
male,28,25 - 45,3,2,0,0,low,2014-01-14,0,1,felony,1,808,0,60397.0,pretrial,african-american,single,english
male,28,25 - 45,3,3,1,1,low,2014-03-03,1,1,felony,0,601,1,61634.0,pretrial,other,single,english
male,28,25 - 45,7,3,1,0,medium,2014-01-06,1,12,misdemeanor,0,39,1,9982.0,pretrial,african-american,single,english
female,28,25 - 45,2,2,0,0,low,2013-05-14,0,1,felony,0,1053,0,54780.0,pretrial,other,married,english
female,28,25 - 45,7,4,1,0,medium,2013-04-16,1,10,misdemeanor,0,15,0,53970.0,pretrial,african-american,significant other,english
female,28,25 - 45,5,4,0,0,medium,2013-12-11,0,2,misdemeanor,0,842,0,53843.0,probation,hispanic,divorced,english
male,28,25 - 45,5,3,1,0,medium,2013-10-24,1,10,felony,0,47,1,58363.0,pretrial,african-american,married,english
male,28,25 - 45,1,2,1,1,low,2014-03-01,1,1,felony,0,182,1,61616.0,pretrial,african-american,single,english
male,28,25 - 45,3,2,0,0,low,2013-05-22,0,3,felony,50,1045,0,54964.0,pretrial,caucasian,married,english
female,28,25 - 45,3,3,0,0,low,2013-10-21,0,0,misdemeanor,0,893,0,58256.0,pretrial,african-american,single,english
male,28,25 - 45,2,3,1,0,low,2013-01-16,1,1,felony,0,35,1,51254.0,pretrial,caucasian,single,english
male,28,25 - 45,8,3,1,0,high,2013-09-14,1,20,felony,0,125,0,14432.0,probation,african-american,single,english
male,28,25 - 45,4,3,0,0,low,2013-09-12,0,4,felony,189,932,0,57192.0,pretrial,caucasian,single,english
female,28,25 - 45,7,3,0,0,medium,2014-01-31,0,4,felony,1,791,0,28048.0,pretrial,african-american,single,english
female,28,25 - 45,2,2,0,0,low,2013-10-28,0,0,misdemeanor,0,886,0,58429.0,pretrial,caucasian,single,english
male,28,25 - 45,3,3,1,1,low,2013-01-25,1,2,felony,0,3,1,51574.0,pretrial,caucasian,single,english
male,28,25 - 45,7,7,1,0,medium,2013-01-30,1,3,felony,36,85,1,51683.0,pretrial,caucasian,single,english
male,28,25 - 45,3,2,0,0,low,2014-03-14,0,0,misdemeanor,13,749,0,61984.0,pretrial,caucasian,single,english
male,28,25 - 45,5,5,0,0,medium,2014-03-12,0,12,felony,1,751,0,44229.0,pretrial,african-american,married,english
male,28,25 - 45,1,2,0,0,low,2013-05-17,0,1,felony,0,1050,0,54883.0,pretrial,caucasian,single,english
female,28,25 - 45,2,2,0,0,low,2013-01-14,0,0,misdemeanor,0,1173,0,51174.0,pretrial,african-american,single,english
male,28,25 - 45,8,4,1,0,high,2013-12-21,1,9,felony,0,20,1,59886.0,pretrial,african-american,single,english
male,28,25 - 45,3,3,1,0,low,2013-02-18,1,3,misdemeanor,0,412,1,52273.0,pretrial,caucasian,single,english
male,28,25 - 45,6,6,1,0,medium,2013-01-17,0,8,felony,40,151,0,33606.0,pretrial,african-american,single,english
male,28,25 - 45,6,6,1,0,medium,2013-01-10,1,8,felony,2,6,1,1499.0,pretrial,african-american,single,english
male,28,25 - 45,8,6,0,0,high,2013-09-24,0,9,misdemeanor,0,112,0,6768.0,pretrial,caucasian,single,english
male,28,25 - 45,10,7,1,1,high,2013-03-10,1,18,felony,11,113,0,11169.0,pretrial,african-american,single,english
male,28,25 - 45,1,2,0,0,low,2013-11-03,0,2,misdemeanor,1,880,0,58663.0,pretrial,other,single,english
male,28,25 - 45,1,2,1,0,low,2013-04-21,1,0,misdemeanor,0,47,1,54130.0,pretrial,hispanic,significant other,english
female,28,25 - 45,7,3,1,0,medium,2013-02-02,0,1,felony,9,757,1,51783.0,pretrial,caucasian,significant other,english
male,28,25 - 45,6,5,1,1,medium,2013-09-05,1,12,misdemeanor,0,117,1,12856.0,pretrial,african-american,single,english
male,28,25 - 45,2,3,1,0,low,2013-05-08,1,0,misdemeanor,0,605,1,54596.0,pretrial,african-american,single,english
male,28,25 - 45,7,6,1,0,medium,2013-04-17,1,10,felony,243,503,1,25296.0,pretrial,african-american,single,english
male,28,25 - 45,4,5,1,0,low,2013-03-31,1,1,felony,4,170,1,53462.0,pretrial,african-american,single,english
male,28,25 - 45,5,3,1,0,medium,2013-03-22,1,7,felony,77,377,1,40921.0,pretrial,african-american,single,english
female,28,25 - 45,6,5,1,0,medium,2013-04-09,1,7,felony,0,22,0,14425.0,probation,caucasian,single,english
female,28,25 - 45,8,3,1,0,high,2013-04-01,1,0,misdemeanor,0,95,0,53483.0,pretrial,african-american,single,english
male,28,25 - 45,10,10,0,0,high,2013-09-11,0,5,felony,0,933,0,57144.0,pretrial,african-american,single,english
female,28,25 - 45,2,2,0,0,low,2013-04-26,0,0,misdemeanor,0,364,0,54269.0,pretrial,caucasian,single,english
male,28,25 - 45,3,3,1,1,low,2014-02-17,1,0,felony,15,111,1,61291.0,pretrial,african-american,single,english
male,28,25 - 45,8,7,1,0,high,2013-03-06,1,8,felony,20,113,1,49366.0,pretrial,african-american,single,english
male,28,25 - 45,5,3,1,0,medium,2013-11-02,1,3,felony,0,97,0,58659.0,pretrial,hispanic,single,english
male,28,25 - 45,8,7,1,1,high,2013-01-17,1,8,felony,2,287,1,9795.0,pretrial,african-american,single,english
male,28,25 - 45,2,2,0,0,low,2014-02-27,0,1,felony,0,764,0,61546.0,pretrial,african-american,single,english
male,28,25 - 45,1,2,0,0,low,2013-12-10,0,0,misdemeanor,1,843,0,59531.0,pretrial,caucasian,significant other,english
female,28,25 - 45,9,6,0,0,high,2013-02-20,0,7,felony,0,606,0,44965.0,pretrial,caucasian,married,english
male,28,25 - 45,7,4,0,0,medium,2013-08-16,0,0,felony,54,224,0,56486.0,pretrial,caucasian,single,english
male,28,25 - 45,5,7,0,0,medium,2013-02-19,0,2,felony,30,827,0,52291.0,pretrial,african-american,single,english
male,28,25 - 45,10,6,0,0,high,2013-02-02,0,7,felony,1,131,0,1923.0,pretrial,african-american,single,english
male,28,25 - 45,2,2,1,0,low,2013-09-26,1,4,felony,1,704,1,57582.0,pretrial,african-american,married,english
male,28,25 - 45,9,3,0,0,high,2013-12-31,0,14,felony,0,822,0,33217.0,pretrial,caucasian,single,english
male,28,25 - 45,2,4,1,0,low,2013-05-29,1,0,misdemeanor,2,242,1,55164.0,pretrial,hispanic,single,english
female,28,25 - 45,2,2,0,0,low,2013-03-20,0,0,misdemeanor,1,1108,0,53151.0,pretrial,african-american,single,english
male,28,25 - 45,6,5,0,0,medium,2013-01-24,0,5,misdemeanor,27,1163,0,27433.0,pretrial,african-american,single,english
male,28,25 - 45,9,6,1,0,high,2013-02-13,0,5,felony,51,951,1,43536.0,pretrial,african-american,single,english
male,28,25 - 45,9,7,0,0,high,2013-05-23,0,3,misdemeanor,0,264,0,40810.0,pretrial,african-american,single,english
male,28,25 - 45,2,2,0,0,low,2013-04-14,0,3,misdemeanor,0,1083,0,53911.0,pretrial,african-american,single,english
male,28,25 - 45,6,5,1,1,medium,2013-02-07,1,11,felony,1,252,1,16964.0,pretrial,african-american,single,english
female,28,25 - 45,3,4,0,0,low,2013-09-06,0,0,misdemeanor,0,938,0,63579.0,probation,hispanic,separated,english
male,28,25 - 45,10,7,1,0,high,2013-02-15,1,7,felony,0,185,1,3506.0,pretrial,african-american,single,english
male,28,25 - 45,5,4,0,0,medium,2013-12-07,0,1,felony,1,54,0,59470.0,pretrial,hispanic,single,english
female,28,25 - 45,2,2,0,0,low,2013-12-02,0,0,felony,0,851,0,59323.0,pretrial,caucasian,single,english
female,28,25 - 45,2,2,0,0,low,2013-11-18,0,0,felony,0,865,0,59055.0,pretrial,other,single,english
male,28,25 - 45,10,10,0,0,high,2013-05-03,0,1,felony,0,1064,0,52713.0,pretrial,caucasian,single,english
